filename,width,height,class,xmin,ymin,xmax,ymax
Tory-Road-0-00-22-038.jpg,1280,720,car,532,55,557,114
Tory-Road-0-00-22-038.jpg,1280,720,car,492,21,519,85
Tory-Road-0-00-22-038.jpg,1280,720,car,533,1,559,36
Tory-Road-0-00-22-038.jpg,1280,720,car,573,1,595,50
Tory-Road-0-00-22-038.jpg,1280,720,car,456,1,483,50
Tory-Road-0-00-22-038.jpg,1280,720,car,786,1,807,25
Tory-Road-0-00-22-038.jpg,1280,720,car,1002,318,1066,342
Tory-Road-0-00-22-038.jpg,1280,720,car,567,448,630,473
Tory-Road-0-00-22-038.jpg,1280,720,car,73,350,134,378
Tory-Road-0-00-22-038.jpg,1280,720,car,1091,315,1152,339
Tory-Road-0-00-22-038.jpg,1280,720,car,1169,318,1234,338
Tory-Road-0-00-22-038.jpg,1280,720,car,509,321,570,363
Tory-Road-0-00-22-038.jpg,1280,720,car,814,391,869,416
Tory-Road-0-00-22-038.jpg,1280,720,car,876,440,929,465
Tory-Road-0-00-22-038.jpg,1280,720,car,1,441,45,467
DJI_0877-0-00-14-441.jpg,1613,907,car,120,747,158,800
DJI_0877-0-00-14-441.jpg,1613,907,car,188,721,225,775
DJI_0877-0-00-14-441.jpg,1613,907,car,238,701,277,766
DJI_0877-0-00-14-441.jpg,1613,907,car,82,753,119,804
DJI_0877-0-00-14-441.jpg,1613,907,car,277,703,313,755
DJI_0877-0-00-14-441.jpg,1613,907,car,321,688,352,743
DJI_0877-0-00-14-441.jpg,1613,907,car,354,677,389,732
DJI_0877-0-00-14-441.jpg,1613,907,car,417,655,455,710
DJI_0877-0-00-14-441.jpg,1613,907,car,451,650,493,703
DJI_0877-0-00-14-441.jpg,1613,907,car,323,528,362,591
DJI_0877-0-00-14-441.jpg,1613,907,car,643,588,696,618
DJI_0877-0-00-14-441.jpg,1613,907,car,1094,718,1124,767
DJI_0877-0-00-14-441.jpg,1613,907,car,1068,638,1108,701
DJI_0877-0-00-14-441.jpg,1613,907,car,876,502,930,535
DJI_0877-0-00-14-441.jpg,1613,907,car,1093,423,1149,474
DJI_0877-0-00-14-441.jpg,1613,907,car,1063,388,1131,425
DJI_0877-0-00-14-441.jpg,1613,907,car,925,414,964,467
DJI_0877-0-00-14-441.jpg,1613,907,car,1171,426,1226,456
DJI_0877-0-00-14-441.jpg,1613,907,car,1236,411,1292,442
DJI_0877-0-00-14-441.jpg,1613,907,car,1309,388,1369,421
DJI_0877-0-00-14-441.jpg,1613,907,car,1383,368,1438,396
DJI_0877-0-00-14-441.jpg,1613,907,car,1465,339,1533,374
DJI_0877-0-00-14-441.jpg,1613,907,car,1530,209,1579,262
DJI_0877-0-00-14-441.jpg,1613,907,car,1497,219,1531,277
DJI_0877-0-00-14-441.jpg,1613,907,car,1457,224,1498,282
DJI_0877-0-00-14-441.jpg,1613,907,car,1424,234,1459,291
DJI_0877-0-00-14-441.jpg,1613,907,car,1386,247,1424,302
DJI_0877-0-00-14-441.jpg,1613,907,car,1353,256,1398,319
DJI_0877-0-00-14-441.jpg,1613,907,car,886,252,916,309
DJI_0877-0-00-14-441.jpg,1613,907,car,952,225,985,279
DJI_0877-0-00-14-441.jpg,1613,907,car,932,160,971,214
DJI_0877-0-00-14-441.jpg,1613,907,car,865,180,897,237
DJI_0877-0-00-14-441.jpg,1613,907,car,884,118,917,174
DJI_0877-0-00-14-441.jpg,1613,907,car,774,180,831,221
DJI_0877-0-00-14-441.jpg,1613,907,car,842,102,876,162
DJI_0877-0-00-14-441.jpg,1613,907,car,769,146,831,181
DJI_0877-0-00-14-441.jpg,1613,907,car,757,116,812,148
DJI_0877-0-00-14-441.jpg,1613,907,car,828,20,860,82
DJI_0877-0-00-14-441.jpg,1613,907,car,786,1,814,40
DJI_0877-0-00-14-441.jpg,1613,907,car,748,85,802,120
DJI_0877-0-00-14-441.jpg,1613,907,car,740,39,799,90
DJI_0877-0-00-14-441.jpg,1613,907,car,732,17,786,47
DJI_0877-0-00-14-441.jpg,1613,907,car,1522,267,1583,303
DJI_0877-0-00-14-441.jpg,1613,907,car,26,751,89,785
DJI_0877-0-00-14-441.jpg,1613,907,car,1572,195,1611,249
DJI_0877-0-00-14-441.jpg,1613,907,car,1518,777,1567,848
DJI_0877-0-00-14-441.jpg,1613,907,car,1477,795,1524,850
DJI_0877-0-00-14-441.jpg,1613,907,car,1131,868,1171,907
DJI_0877-0-00-15-724.jpg,1613,907,car,137,776,175,829
DJI_0877-0-00-15-724.jpg,1613,907,car,202,752,239,806
DJI_0877-0-00-15-724.jpg,1613,907,car,260,734,292,796
DJI_0877-0-00-15-724.jpg,1613,907,car,103,787,140,838
DJI_0877-0-00-15-724.jpg,1613,907,car,296,724,328,785
DJI_0877-0-00-15-724.jpg,1613,907,car,336,706,364,765
DJI_0877-0-00-15-724.jpg,1613,907,car,374,696,399,749
DJI_0877-0-00-15-724.jpg,1613,907,car,433,676,467,734
DJI_0877-0-00-15-724.jpg,1613,907,car,468,670,508,720
DJI_0877-0-00-15-724.jpg,1613,907,car,334,546,370,612
DJI_0877-0-00-15-724.jpg,1613,907,car,652,594,705,624
DJI_0877-0-00-15-724.jpg,1613,907,car,1107,701,1144,750
DJI_0877-0-00-15-724.jpg,1613,907,car,1077,629,1119,687
DJI_0877-0-00-15-724.jpg,1613,907,car,878,497,932,530
DJI_0877-0-00-15-724.jpg,1613,907,car,1098,401,1154,452
DJI_0877-0-00-15-724.jpg,1613,907,car,1061,370,1131,415
DJI_0877-0-00-15-724.jpg,1613,907,car,927,417,966,470
DJI_0877-0-00-15-724.jpg,1613,907,car,1171,400,1227,437
DJI_0877-0-00-15-724.jpg,1613,907,car,1228,383,1289,413
DJI_0877-0-00-15-724.jpg,1613,907,car,1305,355,1361,394
DJI_0877-0-00-15-724.jpg,1613,907,car,1382,330,1437,366
DJI_0877-0-00-15-724.jpg,1613,907,car,1461,296,1529,340
DJI_0877-0-00-15-724.jpg,1613,907,car,1516,170,1569,222
DJI_0877-0-00-15-724.jpg,1613,907,car,1484,182,1518,240
DJI_0877-0-00-15-724.jpg,1613,907,car,1446,185,1487,244
DJI_0877-0-00-15-724.jpg,1613,907,car,1410,201,1445,258
DJI_0877-0-00-15-724.jpg,1613,907,car,1373,216,1411,271
DJI_0877-0-00-15-724.jpg,1613,907,car,1346,221,1391,284
DJI_0877-0-00-15-724.jpg,1613,907,car,875,248,909,304
DJI_0877-0-00-15-724.jpg,1613,907,car,942,214,975,268
DJI_0877-0-00-15-724.jpg,1613,907,car,921,150,960,204
DJI_0877-0-00-15-724.jpg,1613,907,car,856,172,888,229
DJI_0877-0-00-15-724.jpg,1613,907,car,865,94,899,152
DJI_0877-0-00-15-724.jpg,1613,907,car,759,183,819,214
DJI_0877-0-00-15-724.jpg,1613,907,car,823,95,857,155
DJI_0877-0-00-15-724.jpg,1613,907,car,752,147,810,175
DJI_0877-0-00-15-724.jpg,1613,907,car,739,110,790,152
DJI_0877-0-00-15-724.jpg,1613,907,car,804,22,836,84
DJI_0877-0-00-15-724.jpg,1613,907,car,764,1,799,41
DJI_0877-0-00-15-724.jpg,1613,907,car,733,81,791,122
DJI_0877-0-00-15-724.jpg,1613,907,car,719,42,779,89
DJI_0877-0-00-15-724.jpg,1613,907,car,704,16,766,47
DJI_0877-0-00-15-724.jpg,1613,907,car,1496,233,1557,269
DJI_0877-0-00-15-724.jpg,1613,907,car,46,788,109,822
DJI_0877-0-00-15-724.jpg,1613,907,car,1560,158,1606,208
DJI_0877-0-00-15-724.jpg,1613,907,car,1532,737,1581,808
DJI_0877-0-00-15-724.jpg,1613,907,car,1494,759,1541,814
DJI_0877-0-00-15-724.jpg,1613,907,car,1151,853,1192,904
DJI_0877-0-00-15-724.jpg,1613,907,car,1,828,46,881
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,56,330,86,373
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,74,212,101,255
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,293,275,314,320
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,362,315,392,362
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,895,69,939,93
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,895,93,944,114
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,902,134,948,153
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,909,159,955,178
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,968,137,994,180
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,996,135,1018,177
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1233,131,1266,180
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1281,212,1309,254
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1314,210,1336,251
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1005,291,1075,319
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1236,266,1287,289
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1319,125,1348,174
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1013,325,1067,351
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,953,355,1018,384
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1068,306,1197,342
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1201,304,1248,327
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1330,260,1370,279
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1379,252,1429,280
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1038,357,1085,383
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1093,349,1140,372
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1144,350,1189,370
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1043,385,1081,410
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1090,380,1135,404
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1140,375,1188,395
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1044,418,1090,437
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1034,449,1085,470
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1090,442,1137,466
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1140,435,1188,457
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1199,432,1244,458
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1097,412,1143,431
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1149,401,1199,425
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1197,374,1256,392
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1204,399,1251,419
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1225,326,1311,357
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1317,311,1411,345
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1263,360,1310,381
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1260,390,1311,414
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1274,415,1325,439
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1323,351,1372,375
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1318,384,1360,405
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1353,408,1400,429
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1378,340,1426,361
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1360,125,1389,169
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1458,99,1478,125
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1335,207,1365,250
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1368,197,1392,240
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1393,201,1420,244
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1431,308,1476,329
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1489,296,1530,321
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1438,335,1482,358
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1378,376,1425,397
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1435,361,1485,384
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1407,395,1455,420
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1456,387,1502,407
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1500,351,1558,379
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1508,384,1560,410
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1569,344,1622,370
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1570,370,1621,397
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1619,360,1666,380
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,883,9,936,45
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,961,10,1010,35
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,966,35,1009,60
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,189,535,245,567
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,289,534,341,561
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,384,525,435,551
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,519,512,565,538
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,609,504,654,528
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,174,572,220,596
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,224,570,270,593
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,326,559,365,584
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,419,554,465,578
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,504,551,548,573
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,408,579,458,606
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,500,580,546,601
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,355,617,426,644
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,534,606,580,628
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,558,631,598,651
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,184,662,245,689
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,102,666,176,694
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,25,679,100,700
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,364,720,414,742
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,370,744,412,765
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1238,654,1272,698
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1426,565,1485,593
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1538,560,1590,585
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1639,556,1682,577
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1296,694,1338,756
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1339,674,1373,759
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1395,689,1431,761
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1441,686,1468,755
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1467,644,1514,757
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1503,640,1544,752
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1536,643,1575,748
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1571,641,1601,745
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1599,645,1639,745
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,846,822,863,862
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,797,7,816,45
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,755,926,786,955
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,851,876,873,919
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,810,796,831,843
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,754,148,780,193
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,771,29,797,75
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,808,153,830,198
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,721,155,741,195
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,697,106,728,155
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,800,103,827,147
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,801,51,825,91
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,688,1,708,29
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,745,46,771,92
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,690,55,718,101
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1338,289,1388,311
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,1490,322,1537,349
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,266,641,309,663
Crossroad-Ufa-0-00-01-170.jpg,1697,955,car,591,545,634,568
